上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:104/09/03
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後賣價,發行股數 ,次日漲停價 ,次日跌停價
"3587","閎康","39.95","+ 0.70 ","39.30","40.10","39.00","232,000","9,197,650","172","39.80","39.95","46,313,157","43.90","36.00"
"3594","磐儀","23.50","+ 0.80 ","23.40","23.50","22.25","213,000","4,917,900","142","23.30","23.50","56,144,543","25.85","21.15"
"3609","東林","13.00","- 0.30 ","12.55","13.00","12.55","40,000","506,200","15","13.00","13.10","30,385,387","14.30","11.70"
"3611","鼎翰","240.50","+ 9.00 ","231.50","245.00","231.50","119,000","28,539,000","94","240.00","240.50","38,091,900","264.50","216.50"
"3615","安可","15.05","+ 0.20 ","15.10","15.30","14.95","430,000","6,490,850","255","15.05","15.10","70,584,512","16.55","13.55"
"3623","富晶通","29.55","0.00 ","29.55","29.70","29.15","83,000","2,447,500","70","29.55","29.60","58,707,250","32.50","26.60"
"3624","光頡","24.90","+ 0.35 ","24.90","26.80","24.50","8,332,000","213,083,400","3,231","24.85","24.90","117,340,842","27.35","22.45"
"3625","西勝","8.33","+ 0.74 ","7.65","8.34","7.65","90,000","740,460","43","8.19","8.33","56,078,000","9.16","7.50"
"3628","盈正","49.35","+ 0.20 ","49.20","50.00","49.15","66,000","3,267,400","51","49.35","49.60","45,000,000","54.20","44.45"
"3629","卓韋","8.93","- 0.77 ","8.88","8.93","8.88","25,000","222,550","6","8.98","9.90","31,126,380","9.82","8.04"
"3630","新鉅科","14.90","+ 0.50 ","15.50","15.50","14.85","876,000","13,339,600","487","14.90","14.95","101,644,960","16.35","13.45"
"3631","晟楠","31.70","+ 0.50 ","34.00","34.00","31.20","484,000","15,711,850","126","31.70","32.00","79,920,909","34.85","28.55"
"3632","研勤","21.05","+ 0.80 ","20.75","21.40","20.70","284,000","5,979,200","180","21.00","21.10","30,807,738","23.15","18.95"
"3642","駿熠電","19.60","+ 0.15 ","19.65","19.65","19.20","424,000","8,267,300","266","19.60","19.65","31,769,050","21.55","17.65"
"3646","艾恩特","10.20","+ 0.20 ","10.00","10.55","10.00","51,000","519,700","32","10.20","10.35","38,584,371","11.20","9.18"
"3652","精聯","15.60","+ 0.40 ","15.65","16.65","15.60","20,000","317,400","20","15.55","15.60","46,796,000","17.15","14.05"
"3658","漢微科","1175.00","- 85.00 ","1260.00","1275.00","1150.00","981,000","1,177,055,000","924","1175.00","1180.00","71,000,000","1290.00","1060.00"
"3662","樂陞","74.20","+ 1.40 ","72.90","76.70","72.60","2,012,000","150,543,400","1,303","74.10","74.20","119,375,912","81.60","66.80"
"3663","鑫科","17.90","+ 1.30 ","16.70","18.20","16.65","296,000","5,257,050","135","17.70","17.90","73,498,057","19.10","15.70"
"3664","F-安瑞","14.30","+ 0.10 ","14.20","14.80","14.20","349,000","5,047,100","172","14.30","14.40","77,663,372","15.70","12.90"
"3666","光耀","15.60","0.00 ","15.85","15.85","15.50","211,000","3,285,850","78","15.55","15.60","49,214,600","17.15","14.05"
"3672","康聯訊","35.55","+ 0.60 ","35.00","35.75","34.30","306,000","10,762,550","187","35.50","35.55","29,407,255","39.10","32.00"
"3675","德微","22.05","+ 0.20 ","22.50","22.55","22.05","32,000","711,900","20","22.10","22.40","44,428,250","24.25","19.85"
"3680","家登","29.50","+ 1.45 ","29.00","29.50","28.20","186,000","5,392,600","95","29.50","29.80","62,460,582","32.45","26.55"
"3684","榮昌","50.70","+ 1.20 ","51.00","51.50","49.20","63,000","3,185,900","48","50.70","51.00","21,090,814","55.70","45.65"
"3685","政翔","38.75","0.00 ","40.20","40.20","38.05","403,000","15,785,100","296","38.70","38.75","80,000,000","42.60","34.90"
"3687","歐買尬","44.20","+ 1.10 ","43.20","44.70","43.20","49,000","2,172,750","47","44.10","44.35","30,059,572","48.60","39.80"
"3689","湧德","36.10","+ 0.40 ","37.00","37.20","35.35","536,000","19,472,850","351","36.05","36.15","69,675,807","39.70","32.50"
"3691","碩禾","477.00","+ 5.50 ","477.50","484.00","472.50","550,000","263,141,500","502","477.00","478.50","60,893,156","524.00","429.50"
"3693","營邦","96.00","+ 4.10 ","92.70","97.90","92.70","415,000","39,844,400","348","96.00","96.80","38,535,694","105.50","86.40"
"3707","漢磊","8.30","- 0.05 ","8.47","8.47","8.25","118,000","984,930","53","8.29","8.35","163,319,154","9.13","7.47"
"4102","永日","17.00","+ 0.45 ","16.75","17.50","16.55","138,000","2,357,700","97","17.00","17.25","42,373,443","18.70","15.30"
"4103","百略","78.40","- 0.10 ","79.00","79.00","78.20","32,000","2,511,700","24","78.40","78.70","109,996,975","86.20","70.60"
"4105","東洋","79.70","- 0.20 ","81.40","81.40","79.70","1,277,000","102,804,700","869","79.70","79.80","248,649,959","87.60","71.80"
"4107","邦特","99.00","+ 3.00 ","96.10","101.50","95.80","865,000","84,382,300","682","98.90","99.00","68,824,650","108.50","89.10"
"4109","穆拉德","22.95","+ 0.05 ","23.00","23.00","22.70","179,000","4,084,600","86","22.70","22.95","71,657,210","25.20","20.70"
"4111","濟生","19.50","+ 0.20 ","19.70","19.70","19.30","89,000","1,736,050","55","19.45","19.55","54,791,332","21.45","17.55"
"4113","聯上","15.30","+ 0.20 ","15.30","15.30","15.10","389,000","5,922,800","191","15.25","15.30","154,881,956","16.80","13.80"
"4114","健喬","29.25","0.00 ","29.55","29.70","29.00","563,000","16,556,700","372","29.25","29.50","131,606,889","32.15","26.35"
"4120","友華","47.70","+ 0.30 ","48.10","48.20","47.40","86,000","4,103,100","77","47.65","47.70","86,747,119","52.40","42.95"
"4121","優盛","9.40","+ 0.22 ","9.35","9.46","9.20","213,000","1,991,870","95","9.35","9.40","73,316,764","10.30","8.46"
"4123","晟德","65.30","+ 1.50 ","64.30","65.30","63.60","991,000","64,087,900","558","65.20","65.30","208,303,543","71.80","58.80"
"4126","太醫","55.00","+ 0.60 ","54.40","55.10","53.80","189,000","10,290,500","138","55.00","55.10","66,015,216","60.50","49.50"
"4127","天良","21.35","- 0.25 ","21.70","21.75","21.10","395,000","8,471,350","212","21.35","21.40","45,760,000","23.45","19.25"
"4128","中天","24.85","0.00 ","24.80","25.25","24.60","410,000","10,228,900","315","24.85","24.90","425,342,650","27.30","22.40"
"4129","聯合","56.30","- 0.10 ","56.60","57.60","55.80","1,837,000","103,994,000","1,256","56.30","56.40","57,069,363","61.90","50.70"
"4130","健亞","35.05","- 0.45 ","35.50","35.75","34.65","2,489,000","87,273,350","1,569","35.05","35.10","100,806,000","38.55","31.55"
"4131","晶宇","7.65","+ 0.22 ","7.65","7.65","7.65","1,000","7,650","1","6.86","7.66","38,291,934","8.41","6.89"
"4138","曜亞","54.00","+ 2.30 ","54.90","54.90","53.00","93,000","5,009,800","79","53.90","54.00","30,000,000","59.40","48.60"
"4139","F-馬光","70.00","+ 0.40 ","69.60","70.60","69.60","11,000","770,300","11","69.60","70.30","34,679,700","77.00","63.00"
"4152","台微體","122.00","+ 1.00 ","121.00","127.00","119.00","89,000","10,902,000","85","121.50","122.50","55,525,437","134.00","110.00"
"4153","鈺緯","70.00","+ 1.50 ","69.50","71.50","68.50","661,000","46,450,900","568","69.90","70.00","37,628,862","77.00","63.00"
"4154","F-康樂","17.30","+ 0.10 ","17.35","17.35","17.30","3,000","51,950","2","16.75","17.25","19,526,000","19.00","15.60"
"4157","F*太景","24.00","+ 1.70 ","22.60","24.30","22.20","1,672,000","39,188,900","1,031","23.95","24.00","696,760,425","26.40","21.60"
"4160","創源","25.30","- 0.30 ","25.00","25.60","24.80","115,000","2,897,700","79","25.20","25.35","24,119,016","27.80","22.80"
"4161","聿新科","62.00","+ 4.00 ","59.00","62.60","58.70","1,765,000","107,755,900","1,294","62.00","62.30","51,539,544","68.20","55.80"
"4162","智擎","160.00","+ 4.00 ","157.50","160.00","155.50","1,436,000","227,251,500","1,102","159.50","160.00","101,954,000","176.00","144.00"
"4163","鐿鈦","100.00","+ 5.50 ","95.70","101.00","94.50","430,000","42,521,600","366","100.00","100.50","40,238,000","110.00","90.00"
"4168","醣聯","31.25","- 0.70 ","32.00","32.30","31.05","380,000","11,968,200","275","31.25","31.45","76,993,456","34.35","28.15"
"4171","瑞基","27.00","0.00 ","27.50","28.30","26.50","130,000","3,549,400","70","27.00","27.60","34,340,000","29.70","24.30"
"4173","久裕","30.15","- 0.05 ","30.10","30.15","29.00","914,000","26,962,900","635","30.10","30.15","44,574,355","33.15","27.15"
"4174","浩鼎","279.50","+ 7.50 ","275.00","279.50","273.00","547,000","151,192,000","468","279.00","279.50","170,697,460","307.00","252.00"
"4175","杏一","72.50","0.00 ","72.50","72.80","72.00","14,000","1,009,900","10","72.00","72.50","25,240,000","79.70","65.30"
"4180","安成藥","205.00","0.00 ","206.00","209.00","202.00","139,000","28,571,000","118","205.00","206.50","113,174,070","225.50","184.50"
"4188","安克","18.60","+ 0.70 ","18.00","18.60","17.50","150,000","2,698,300","105","18.60","18.70","40,800,000","20.45","16.75"
"4192","杏國","27.20","- 0.30 ","27.70","27.70","26.50","428,000","11,697,200","274","27.10","27.30","58,367,000","29.90","24.50"
"4198","環瑞醫","34.90","+ 2.00 ","32.70","34.90","32.60","266,000","8,814,200","114","34.90","34.95","151,000,000","38.35","31.45"
"4205","中華食","37.50","+ 1.65 ","37.50","37.50","37.50","5,000","187,500","3","36.00","36.85","72,704,362","41.25","33.75"
"4207","環泰","9.42","+ 0.02 ","9.42","9.43","9.20","243,000","2,252,120","70","9.40","9.42","169,467,117","10.35","8.48"
"4303","信立","12.40","+ 0.05 ","12.20","12.40","12.20","24,000","296,200","6","12.40","12.50","70,700,000","13.60","11.20"
"4304","勝昱","15.80","+ 0.80 ","15.45","15.80","15.45","4,000","62,550","4","14.40","15.80","51,333,500","17.35","14.25"
"4305","世坤","24.50","+ 0.25 ","25.05","25.05","24.50","3,000","74,550","3","24.45","25.00","55,014,000","26.95","22.05"
"4401","東隆興","125.50","+ 7.00 ","119.50","126.00","117.50","895,000","110,076,500","713","125.00","125.50","120,286,286","138.00","113.00"
"4402","福大","4.00","+ 0.34 ","3.52","4.00","3.52","35,000","135,870","11","3.90","3.99","45,991,830","4.40","3.60"
"4406","新昕纖","12.65","0.00 ","12.80","13.35","12.45","1,568,000","20,408,050","488","12.65","12.70","51,912,000","13.90","11.40"
"4413","飛寶"," ----","--- ","----","----","----","0","0","0","0.00","28.80","19,314,689","29.15","23.85"
"4415","台原藥","15.50","+ 0.40 ","15.10","15.50","15.10","62,000","950,900","25","15.45","15.50","70,923,891","17.05","13.95"
"4416","三圓","84.60","- 7.40 ","94.00","94.00","84.60","3,000","263,200","3","84.50","93.60","60,015,612","93.00","76.20"
"4417","金洲","43.30","+ 0.10 ","44.30","44.95","43.30","2,543,000","112,032,550","1,602","43.30","43.40","82,334,764","47.60","39.00"
"4419","松懋","4.10","- 0.12 ","4.10","4.10","4.10","3,000","12,300","2","4.35","0.00","23,578,917","4.51","3.69"
"4420","光明","36.00","+ 1.35 ","35.15","36.65","34.65","647,000","23,324,350","457","36.00","36.05","29,455,000","39.60","32.40"
"4429","聚紡","23.20","+ 2.10 ","21.20","23.20","21.20","63,000","1,397,800","54","23.20","0.00","34,350,000","25.50","20.90"
"4430","耀億","26.20","+ 0.30 ","25.80","26.55","25.65","98,000","2,562,150","54","26.20","26.40","56,273,609","28.80","23.60"
"4432","銘旺實","71.20","+ 2.70 ","69.00","71.70","69.00","233,000","16,467,600","183","71.10","71.20","50,589,000","78.30","64.10"
"4433","興采","42.75","+ 0.75 ","43.00","43.70","42.00","747,000","32,067,750","561","42.70","42.75","30,072,432","47.00","38.50"
"4502","源恆","6.20","+ 0.20 ","5.98","6.20","5.98","50,000","299,980","9","5.98","6.20","58,966,245","6.82","5.58"
"4503","金雨","13.30","- 0.10 ","13.40","13.50","13.30","19,000","256,200","6","13.30","13.50","36,763,326","14.60","12.00"
"4506","崇友","31.60","+ 0.75 ","32.15","32.20","30.65","4,729,000","149,464,450","2,497","31.55","31.60","196,680,000","34.75","28.45"
"4510","高鋒","15.00","+ 0.35 ","14.70","15.00","14.70","234,000","3,479,000","133","14.95","15.00","108,010,689","16.50","13.50"
"4513","福裕","9.07","- 0.03 ","8.93","9.14","8.93","65,000","587,140","25","9.07","9.12","76,880,300","9.97","8.17"
"4523","永彰","17.85","+ 1.60 ","16.40","17.85","16.30","674,000","11,803,800","418","17.85","0.00","64,000,000","19.60","16.10"
"4527","方土霖","20.95","+ 0.40 ","20.55","20.95","20.55","44,000","908,650","22","20.75","20.95","76,152,370","23.00","18.90"
"4528","江興鍛","66.10","- 1.00 ","68.10","69.30","66.10","1,676,000","113,291,100","1,289","66.10","66.30","76,514,268","72.70","59.50"
"4529","昶洧","12.05","- 0.20 ","12.00","12.20","11.95","23,000","277,400","16","12.05","12.20","79,134,796","13.25","10.85"
"4530","宏易"," ----","--- ","----","----","----","0","0","0","3.73","4.15","43,172,276","4.19","3.43"
"4533","協易機","10.85","+ 0.20 ","10.65","10.90","10.65","122,000","1,312,250","64","10.80","10.85","160,434,110","11.90","9.77"
"4534","慶騰","11.20","+ 0.20 ","11.00","11.20","11.00","71,000","785,200","29","11.05","11.20","80,103,659","12.30","10.10"
"4535","至興","43.80","+ 0.30 ","42.90","43.80","42.40","45,000","1,948,700","34","43.60","43.80","75,661,740","48.15","39.45"
"4541","晟田","27.50","+ 1.10 ","26.70","27.60","26.60","95,000","2,565,900","83","27.20","27.30","54,143,426","30.25","24.75"
"4542","科嶠","18.90","+ 0.40 ","18.10","18.90","18.10","41,000","764,150","26","18.65","18.90","28,285,400","20.75","17.05"
"4549","桓達","78.30","+ 0.60 ","78.00","78.30","76.60","29,000","2,245,400","28","77.30","78.40","37,711,695","86.10","70.50"
"4550","長佳","22.00","+ 1.25 ","20.75","22.30","20.75","115,000","2,507,100","80","21.80","22.00","32,935,240","24.20","19.80"
"4609","唐鋒","6.90","- 0.10 ","7.26","7.26","6.85","5,000","34,710","5","6.90","7.15","47,946,820","7.59","6.21"
"4702","中美實","10.40","+ 0.30 ","10.40","10.40","10.10","41,000","418,700","26","10.20","10.40","200,000,000","11.40","9.36"
"4706","大恭","14.15","+ 0.05 ","14.15","14.15","14.15","1,000","14,150","1","13.90","14.20","79,030,093","15.55","12.75"
"4707","磐亞","7.98","+ 0.09 ","7.89","8.06","7.83","313,000","2,478,010","100","7.98","8.00","214,975,492","8.77","7.19"
"4711","永純","11.25","0.00 ","11.25","11.35","11.25","12,000","135,100","8","11.25","11.35","61,056,000","12.35","10.15"
"4712","南璋","7.30","+ 0.15 ","7.40","7.40","7.17","107,000","774,800","46","7.18","7.30","96,280,605","8.03","6.57"
"4714","永捷","8.45","0.00 ","8.46","8.46","8.35","231,000","1,942,650","86","8.41","8.45","65,523,246","9.29","7.61"
"4716","大立","9.24","+ 0.08 ","9.16","9.25","9.10","41,000","374,800","20","9.13","9.24","73,213,904","10.15","8.32"
"4721","美琪瑪","18.60","- 0.15 ","18.75","18.80","18.50","104,000","1,942,500","66","18.60","18.75","74,986,304","20.45","16.75"
"4726","永昕","24.65","- 0.55 ","25.50","25.70","24.45","170,000","4,212,200","104","24.65","25.00","111,409,000","27.10","22.20"
"4728","雙美","23.90","- 0.10 ","24.00","24.20","23.70","160,000","3,834,800","104","23.90","24.00","54,463,000","26.25","21.55"
"4729","熒茂","11.85","+ 0.15 ","11.60","11.85","11.40","40,000","464,150","28","11.60","11.85","101,902,000","13.00","10.70"
"4735","豪展","19.20","+ 0.10 ","19.40","19.40","19.00","115,000","2,201,100","73","19.20","19.25","31,404,883","21.10","17.30"
"4736","泰博","78.40","+ 3.30 ","75.50","81.00","75.50","600,000","47,216,300","456","78.30","78.40","69,193,614","86.20","70.60"
"4739","康普","42.60","+ 3.60 ","39.35","42.90","39.35","4,226,000","178,216,750","2,113","42.55","42.60","70,264,574","46.85","38.35"
"4743","合一","30.65","+ 0.05 ","30.90","31.50","30.20","921,000","28,475,350","553","30.65","30.90","193,767,229","33.70","27.60"
"4745","F-合富","51.10","+ 0.50 ","51.50","51.70","51.00","59,000","3,026,400","52","51.10","51.50","57,477,085","56.20","46.00"
"4747","強生","34.70","+ 0.50 ","34.50","34.85","34.40","38,000","1,313,800","27","34.60","34.75","30,018,750","38.15","31.25"
"4903","聯光通","10.50","+ 0.10 ","10.65","10.75","10.30","68,000","706,400","39","10.30","10.50","89,816,077","11.55","9.45"
"4905","台聯電","35.40","+ 1.00 ","35.00","36.70","34.35","330,000","11,888,050","205","35.40","35.75","51,222,516","38.90","31.90"
"4907","富宇","12.85","- 0.05 ","12.80","12.85","12.80","14,000","179,450","5","12.80","12.85","118,145,778","14.10","11.60"
"4908","前鼎","16.25","+ 0.30 ","16.20","16.40","16.15","91,000","1,480,500","29","16.25","16.45","77,827,657","17.85","14.65"
"4909","新復興","18.60","+ 0.25 ","18.50","18.70","18.50","99,000","1,844,250","59","18.55","18.60","93,356,864","20.45","16.75"
"4911","德英","62.50","- 0.40 ","62.50","62.50","61.90","13,000","807,000","11","61.90","62.50","55,660,000","68.70","56.30"
"4924","F-欣厚","7.18","+ 0.46 ","6.84","7.19","6.84","1,316,000","9,240,930","288","7.14","7.18","37,164,409","7.89","6.47"
"4927","F-泰鼎","35.60","+ 0.30 ","34.65","35.60","34.65","548,000","19,328,650","227","35.55","35.60","122,594,919","39.15","32.05"
"4933","友輝","23.40","+ 1.55 ","21.90","23.80","21.90","233,000","5,399,850","166","23.30","23.40","78,105,675","25.70","21.10"
"4939","亞電","7.72","+ 0.07 ","7.87","7.90","7.69","77,000","599,020","43","7.72","7.79","98,200,868","8.49","6.95"
"4944","兆遠","11.15","+ 1.00 ","10.30","11.15","10.20","1,736,000","19,110,850","648","11.15","0.00","210,131,563","12.25","10.05"
"4946","辣椒","33.80","+ 1.10 ","33.35","34.25","32.80","81,000","2,723,800","68","33.50","33.80","27,320,796","37.15","30.45"
"4947","F-昂寶","136.50","- 4.00 ","143.00","144.50","136.50","1,475,000","207,708,500","1,126","136.50","137.00","44,721,325","150.00","123.00"
"4950","牧東","19.95","+ 0.15 ","19.50","19.95","19.50","12,000","234,900","3","19.15","19.95","55,043,000","21.90","18.00"
"4953","緯軟","22.05","+ 0.65 ","21.40","22.25","21.40","164,000","3,598,750","100","21.95","22.05","43,878,322","24.25","19.85"
"4965","商店街","103.00","+ 1.00 ","102.50","106.00","102.50","28,000","2,917,500","23","103.00","103.50","21,602,249","113.00","92.70"
"4966","F-譜瑞","246.50","+ 1.00 ","253.00","256.00","246.00","3,790,000","949,711,000","2,912","246.50","247.00","76,039,897","271.00","222.00"
"4971","F-IET","87.60","+ 1.40 ","87.00","89.00","86.20","1,316,000","115,170,300","806","87.50","87.60","32,527,381","96.30","78.90"
"4972","湯石","35.40","+ 1.20 ","34.60","35.45","34.60","215,000","7,561,050","132","35.10","35.40","38,096,017","38.90","31.90"
"4973","廣穎","14.50","+ 0.30 ","14.20","14.75","14.20","56,000","810,700","32","14.40","14.50","65,182,930","15.95","13.05"
"4974","亞泰","38.20","+ 0.40 ","38.00","38.40","37.70","270,000","10,284,450","184","38.15","38.20","61,957,664","42.00","34.40"
"4979","華星光","64.80","+ 1.10 ","65.60","67.00","64.00","9,733,000","637,146,700","6,149","64.80","64.90","73,998,851","71.20","58.40"
"4987","科誠","66.60","0.00 ","66.60","66.70","66.40","9,000","599,100","9","66.40","66.60","25,200,000","73.20","60.00"
"4991","F-環宇","57.70","+ 1.20 ","57.90","59.10","56.60","1,125,000","65,034,000","772","57.50","57.70","57,102,364","63.40","52.00"
"4995","晶達","38.05","+ 0.20 ","38.10","38.40","37.80","41,000","1,561,850","31","38.05","38.40","34,131,100","41.85","34.25"
"5009","榮剛","15.80","+ 0.40 ","15.50","15.85","15.50","1,074,000","16,893,300","535","15.75","15.80","450,615,607","17.35","14.25"
"5011","久陽","21.95","+ 0.10 ","21.95","21.95","21.95","1,000","21,950","1","21.50","22.00","33,635,869","24.10","19.80"
"5013","強新","15.35","- 0.10 ","15.20","15.55","15.20","68,000","1,044,750","25","15.35","15.50","111,180,000","16.85","13.85"
"5014","建錩","6.90","- 0.09 ","7.00","7.09","6.90","35,000","244,230","28","6.90","7.05","165,333,054","7.59","6.21"
"5015","華祺","13.60","+ 0.05 ","13.55","13.65","13.50","48,000","650,800","30","13.60","13.65","60,639,189","14.95","12.25"
"5016","松和","23.80","+ 0.85 ","23.00","23.80","23.00","11,000","257,000","10","23.00","23.80","49,622,076","26.15","21.45"
"5102","富強","13.75","- 0.20 ","13.95","14.00","13.75","60,000","838,700","12","13.75","14.00","64,085,067","15.10","12.40"
"5201","凱衛","12.05","- 0.10 ","12.10","12.15","11.70","41,000","489,100","24","11.70","12.05","30,674,600","13.25","10.85"
"5202","力新","14.10","- 0.45 ","13.90","14.30","13.80","31,000","432,350","13","13.85","14.30","59,094,000","15.50","12.70"
"5205","漢康","8.20","- 0.82 ","8.20","8.20","8.20","1,000","8,200","1","0.00","9.00","17,005,200","9.02","7.38"
"5206","坤悅","11.50","+ 0.05 ","11.30","11.60","10.55","76,000","865,950","53","11.35","11.55","150,000,000","12.65","10.35"
"5209","新鼎","40.50","+ 0.20 ","40.30","40.50","40.30","9,000","363,700","9","40.20","40.40","23,467,000","44.55","36.45"
"5210","寶碩","6.66","+ 0.32 ","6.35","6.66","6.34","344,000","2,236,590","125","6.54","6.67","69,026,779","7.32","6.00"
"5211","蒙恬","20.35","+ 0.95 ","19.60","20.60","19.60","151,000","3,048,450","118","20.30","20.40","32,024,727","22.35","18.35"
"5212","凌網","19.05","+ 0.50 ","18.20","19.05","18.20","26,000","474,300","11","18.25","19.10","34,633,000","20.95","17.15"
"5213","亞昕","15.00","+ 0.05 ","15.05","15.05","14.80","457,000","6,799,750","95","15.00","15.05","381,978,374","16.50","13.50"
"5227","F-立凱","32.75","+ 0.85 ","32.30","33.60","31.90","926,000","30,610,900","570","32.75","32.80","164,573,654","36.00","29.50"
"5230","雷笛克","48.15","+ 1.15 ","47.50","48.50","47.25","271,000","12,948,950","197","48.15","48.30","47,125,465","52.90","43.35"
"5245","智晶","49.10","+ 0.10 ","50.10","51.00","49.10","55,000","2,765,900","45","49.10","49.90","40,460,000","54.00","44.20"
"5251","天鉞電","37.35","- 0.15 ","37.30","37.70","36.60","96,000","3,569,150","53","36.95","37.35","30,921,977","41.05","33.65"
"5255","美桀","19.00","+ 0.30 ","18.35","19.00","18.00","33,000","613,950","26","18.70","19.00","38,075,800","20.90","17.10"
"5263","智崴","256.00","- 6.00 ","262.00","263.00","256.00","74,000","19,177,500","64","256.00","258.00","44,677,977","281.50","230.50"
"5266","F*AS","55.00","+ 1.30 ","54.20","55.50","54.00","22,000","1,199,300","21","54.90","56.00","31,823,000","60.50","49.50"
"5272","笙科","35.90","+ 1.00 ","35.30","36.80","34.70","597,000","21,470,550","430","35.90","35.95","52,045,118","39.45","32.35"
"5274","信驊","334.00","+ 28.50 ","311.50","336.00","310.00","360,000","117,678,500","324","331.50","334.00","31,555,041","367.00","301.00"
"5276","F-達輝","20.50","+ 0.10 ","20.20","20.50","20.20","2,000","40,700","2","20.10","20.55","39,500,000","22.55","18.45"
"5278","尚凡","27.00","+ 0.70 ","26.50","27.00","26.50","7,000","186,950","7","26.80","28.25","13,148,000","29.70","24.30"
"5284","F-jpp","50.80","+ 1.70 ","49.20","50.80","49.20","102,000","5,116,200","70","50.50","50.80","33,750,000","55.80","45.75"
"5287","數字","304.00","- 3.50 ","307.50","308.00","302.50","50,000","15,299,500","38","304.00","306.00","40,950,000","334.00","274.00"
"5289","宜鼎","76.80","+ 2.90 ","74.30","78.50","73.50","1,002,000","76,053,800","734","76.80","76.90","62,147,600","84.40","69.20"
"5291","邑昇","15.60","+ 0.60 ","15.00","16.10","15.00","196,000","2,983,400","104","15.50","15.60","33,438,308","17.15","14.05"
"5301","寶得利","41.80","- 0.10 ","41.40","42.30","41.40","113,000","4,745,300","60","41.80","42.00","107,250,000","45.95","37.65"
"5302","太欣","5.50","+ 0.08 ","5.43","5.59","5.35","142,000","778,930","60","5.50","5.55","162,377,000","6.05","4.95"
"5304","鼎創達","3.34","- 0.04 ","3.38","3.48","3.10","16,000","53,390","10","3.30","3.33","185,962,436","3.67","3.01"
"5306","桂盟","136.50","0.00 ","136.50","136.50","134.50","70,000","9,487,000","66","136.00","136.50","120,000,000","150.00","123.00"
"5309","系統電","15.35","+ 0.25 ","15.15","15.65","15.00","8,951,000","138,051,850","2,899","15.35","15.40","192,378,864","16.85","13.85"
"5310","天剛","27.90","0.00 ","28.00","28.00","27.60","18,000","501,500","15","27.90","28.00","49,601,237","30.65","25.15"
"5312","寶島科","72.50","+ 1.00 ","71.50","72.50","70.00","40,000","2,846,600","33","71.60","72.50","60,059,898","79.70","65.30"
"5314","世紀","6.67","0.00 ","6.67","6.67","6.67","11,000","73,370","4","6.67","6.84","60,000,000","7.33","6.01"
"5315","光聯","14.90","+ 0.65 ","14.85","15.10","14.65","1,201,000","17,881,450","442","14.85","14.90","106,351,832","16.35","13.45"
"5317","凱美","12.70","0.00 ","12.90","12.95","12.70","1,098,000","13,991,900","63","12.70","12.85","136,389,469","13.95","11.45"
"5321","友銓","36.70","- 3.15 ","37.40","38.10","36.70","69,000","2,567,450","67","36.70","37.25","28,800,000","40.35","33.05"
"5324","士開","10.20","+ 0.20 ","10.10","10.20","10.05","59,000","598,300","21","10.10","10.20","76,379,090","11.20","9.18"
"5328","華容","4.65","+ 0.14 ","4.53","4.80","4.52","123,000","574,360","46","4.64","4.65","178,310,724","5.11","4.19"
"5340","建榮","3.80","+ 0.12 ","3.61","3.80","3.61","26,000","95,280","7","3.68","3.80","165,893,964","4.18","3.42"
"5344","立衛","4.93","- 0.07 ","4.95","4.95","4.85","22,000","108,060","14","4.88","4.93","79,447,460","5.42","4.44"
"5345","天揚","9.98","0.00 ","9.99","9.99","9.80","10,000","99,640","10","9.82","9.98","50,000,000","10.95","8.99"
"5347","世界","38.05","+ 1.35 ","37.15","38.50","37.15","6,761,000","257,219,950","3,752","38.05","38.10","1,638,982,267","41.85","34.25"
"5348","系通","7.65","+ 0.05 ","6.84","7.65","6.84","3,000","21,330","3","0.00","7.70","25,950,310","8.41","6.89"
"5349","先豐","31.10","+ 0.80 ","31.20","31.40","30.30","3,775,000","117,018,300","2,206","31.10","31.15","224,096,373","34.20","28.00"
"5351","鈺創","12.85","- 0.10 ","13.00","13.20","12.80","5,916,000","76,853,850","2,080","12.80","12.85","437,082,837","14.10","11.60"
"5353","台林","8.67","+ 0.18 ","8.51","8.70","8.46","105,000","902,160","49","8.64","8.68","91,191,085","9.53","7.81"
"5355","佳總","7.35","+ 0.10 ","7.25","7.38","7.23","314,000","2,295,070","184","7.32","7.35","173,722,792","8.08","6.62"
"5356","協益","41.30","+ 0.05 ","41.70","41.70","41.30","289,000","11,976,950","161","41.30","41.60","129,441,000","45.40","37.20"
"5364","力麗店"," ----","--- ","----","----","----","0","0","0","0.00","48.80","5,099,940","48.95","40.05"
"5371","中光電","26.40","+ 0.90 ","25.80","26.65","25.70","1,472,000","38,644,850","729","26.40","26.45","543,028,888","29.00","23.80"
"5381","合正","1.60","+ 0.07 ","1.50","1.60","1.50","19,000","29,600","10","1.53","1.62","187,054,388","1.76","1.44"
"5383","金利","9.40","+ 0.20 ","9.30","9.44","9.16","41,000","378,450","16","9.40","9.43","71,414,234","10.30","8.46"
"5384","捷元","11.50","- 0.20 ","11.50","11.50","11.50","5,000","57,500","1","11.50","11.80","79,569,450","12.65","10.35"
