上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:104/09/03
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後賣價,發行股數 ,次日漲停價 ,次日跌停價
"5386","青雲","32.65","+ 2.95 ","30.90","32.65","30.90","109,000","3,505,100","72","32.65","0.00","11,702,206","35.90","29.40"
"5392","應華","52.30","+ 1.60 ","51.00","53.20","50.80","461,000","23,955,900","324","52.30","52.50","99,583,485","57.50","47.10"
"5395","圓方","25.00","- 1.75 ","24.25","26.00","24.10","6,000","147,650","6","0.00","24.90","61,569,355","27.50","22.50"
"5398","力瑋","15.25","- 0.30 ","15.55","15.70","15.00","136,000","2,077,800","103","15.10","15.30","41,750,541","16.75","13.75"
"5403","中菲","20.20","+ 0.10 ","20.10","20.30","20.10","45,000","909,200","16","20.15","20.25","73,682,402","22.20","18.20"
"5410","國眾","11.40","+ 0.20 ","11.10","11.40","10.95","181,000","2,038,850","63","11.40","11.45","89,740,123","12.50","10.30"
"5425","台半","22.60","+ 0.80 ","22.20","22.85","22.05","867,000","19,519,600","485","22.60","22.65","238,810,827","24.85","20.35"
"5426","振發","10.50","+ 0.10 ","10.40","10.50","10.40","160,000","1,670,000","56","10.45","10.50","143,800,000","11.55","9.45"
"5432","達威","15.60","+ 0.45 ","15.60","15.60","15.60","1,000","15,600","1","15.25","15.55","20,687,804","17.15","14.05"
"5438","東友","10.25","+ 0.20 ","10.10","10.30","9.95","112,000","1,130,050","48","10.15","10.30","112,536,565","11.25","9.23"
"5439","高技","16.90","+ 0.35 ","16.20","17.00","16.20","68,000","1,142,050","40","16.90","16.95","77,975,752","18.55","15.25"
"5443","均豪","10.95","+ 0.10 ","10.95","11.15","10.85","568,000","6,236,850","199","10.95","11.00","165,136,144","12.00","9.86"
"5450","寶聯通","7.88","+ 0.26 ","7.88","7.88","7.62","4,000","31,230","4","7.88","8.08","50,392,250","8.66","7.10"
"5452","佶優","7.94","+ 0.13 ","7.90","7.99","7.88","80,000","632,900","22","7.83","7.93","153,297,669","8.73","7.15"
"5455","訊利電"," ----","--- ","----","----","----","0","0","0","0.00","8.48","35,501,813","9.32","7.64"
"5457","宣德","26.70","+ 0.05 ","27.10","27.50","26.70","1,533,000","41,488,800","625","26.70","26.75","167,800,000","29.35","24.05"
"5460","同協","12.45","- 0.05 ","12.60","12.70","12.45","100,000","1,256,900","53","12.45","12.60","72,032,030","13.65","11.25"
"5464","霖宏","15.20","除息 ","15.15","15.20","14.90","112,000","1,689,750","78","15.20","15.25","71,071,490","16.70","13.70"
"5465","富驊","11.30","+ 0.55 ","11.20","11.30","11.20","5,000","56,100","5","10.85","11.05","144,091,811","12.40","10.20"
"5468","凱鈺","7.60","0.00 ","8.20","8.20","7.60","3,000","23,410","3","7.43","7.90","52,987,909","8.36","6.84"
"5474","聰泰","59.80","+ 2.10 ","60.50","61.40","59.40","2,305,000","139,024,300","1,647","59.80","59.90","33,729,787","65.70","53.90"
"5475","德宏","3.87","+ 0.12 ","3.71","3.94","3.71","188,000","721,040","74","3.87","3.90","220,654,743","4.25","3.49"
"5478","智冠","45.65","+ 1.00 ","45.00","45.80","44.15","819,000","37,196,550","592","45.60","45.70","127,474,332","50.20","41.10"
"5480","統盟","11.15","+ 0.30 ","11.00","11.15","10.85","298,000","3,286,300","138","11.10","11.15","199,097,830","12.25","10.05"
"5481","華韡","16.10","+ 0.15 ","16.20","16.50","16.00","1,076,000","17,513,950","98","16.10","16.15","97,281,891","17.70","14.50"
"5483","中美晶","30.65","+ 0.15 ","31.00","31.10","30.40","2,520,000","77,459,450","1,367","30.65","30.70","580,031,151","33.70","27.60"
"5487","通泰","20.50","+ 0.10 ","19.90","20.50","19.90","61,000","1,236,350","30","20.10","20.50","22,134,516","22.55","18.45"
"5488","松普","5.53","+ 0.03 ","5.51","5.65","5.44","606,000","3,333,950","237","5.48","5.53","91,586,124","6.08","4.98"
"5489","彩富","49.10","0.00 ","48.65","49.10","48.60","48,000","2,343,350","36","49.00","49.10","104,175,441","54.00","44.20"
"5490","同亨","62.90","+ 3.10 ","61.90","64.50","61.60","14,793,000","935,024,800","8,648","62.90","63.00","94,396,601","69.10","56.70"
"5491","連展","6.30","+ 0.05 ","6.29","6.41","6.26","260,000","1,651,210","126","6.30","6.36","219,575,721","6.93","5.67"
"5493","三聯","31.65","+ 0.30 ","31.60","32.40","31.55","687,000","21,850,100","401","31.60","31.65","44,264,695","34.80","28.50"
"5498","凱崴","7.28","+ 0.04 ","7.24","7.34","7.18","90,000","653,030","43","7.27","7.28","161,895,880","8.00","6.56"
"5508","永信建","30.00","- 0.20 ","30.15","30.15","29.90","165,000","4,950,050","96","29.90","30.00","217,428,133","33.00","27.00"
"5511","德昌","23.60","+ 0.15 ","23.45","23.60","23.45","25,000","588,100","12","23.60","23.65","151,660,761","25.95","21.25"
"5512","力麒","9.45","+ 0.31 ","9.15","9.45","9.15","801,000","7,477,290","337","9.39","9.40","753,992,712","10.35","8.51"
"5514","三豐","11.05","- 0.05 ","11.05","11.05","10.95","71,000","782,200","19","11.00","11.05","176,643,300","12.15","9.95"
"5516","雙喜","10.65","+ 0.10 ","10.65","10.65","10.65","2,000","21,300","2","10.40","10.65","38,295,000","11.70","9.59"
"5520","力泰","25.15","+ 0.55 ","24.60","25.15","24.60","2,000","49,750","2","24.75","25.20","70,959,112","27.65","22.65"
"5523","豐謙","9.70","+ 0.25 ","9.70","9.70","9.70","1,000","9,700","1","9.13","9.80","112,851,835","10.65","8.73"
"5529","志嘉","7.00","- 0.17 ","7.27","7.27","6.93","62,000","438,140","45","7.00","7.02","104,156,263","7.70","6.30"
"5530","龍巖","66.40","- 0.10 ","67.00","67.10","66.10","388,000","25,779,700","277","66.30","66.40","399,084,199","73.00","59.80"
"5536","聖暉","76.00","+ 0.90 ","76.00","76.10","75.20","49,000","3,716,100","40","76.00","76.70","46,615,819","83.60","68.40"
"5601","台聯櫃"," ----","--- ","----","----","----","0","0","0","24.40","25.80","64,800,000","28.35","23.25"
"5603","陸海","14.95","+ 0.10 ","14.90","15.10","14.80","67,000","1,000,400","39","14.90","14.95","78,324,575","16.40","13.50"
"5604","中連貨","34.45","+ 0.55 ","33.90","34.45","33.85","31,000","1,050,550","15","33.80","34.45","108,782,968","37.85","31.05"
"5609","中菲行","17.05","+ 0.10 ","16.95","17.05","16.95","28,000","476,150","16","17.00","17.05","129,000,000","18.75","15.35"
"5701","劍湖山","3.23","0.00 ","3.25","3.28","3.15","249,000","803,390","81","3.22","3.23","253,756,957","3.55","2.91"
"5703","亞都","21.00","0.00 ","21.00","21.00","21.00","1,000","21,000","1","21.05","21.40","70,239,594","23.10","18.90"
"5704","老爺知","26.90","+ 0.60 ","25.70","26.90","25.70","8,000","211,150","7","26.90","27.10","38,861,658","29.55","24.25"
"5820","日盛金","7.59","+ 0.09 ","7.53","7.59","7.46","2,104,000","15,841,740","528","7.58","7.59","3,215,181,687","8.34","6.84"
"5878","台名","44.90","- 0.10 ","43.15","44.90","43.10","7,000","305,350","6","43.15","44.95","23,688,000","49.35","40.45"
"5902","德記","10.70","+ 0.30 ","10.35","10.70","10.35","34,000","356,250","20","10.40","10.80","94,500,000","11.75","9.63"
"5903","全家","209.00","- 1.00 ","210.00","210.00","207.50","44,000","9,204,500","24","208.50","209.00","223,220,000","229.50","188.50"
"5904","寶雅","326.00","+ 8.00 ","319.00","332.00","319.00","98,000","32,079,500","96","325.50","326.00","95,277,388","358.50","293.50"
"5905","南仁湖","9.97","- 0.13 ","10.00","10.05","9.85","471,000","4,696,650","177","9.96","9.97","204,516,957","10.95","8.98"
"6015","宏遠證","5.74","+ 0.04 ","5.70","5.80","5.69","993,000","5,674,760","236","5.73","5.74","426,838,775","6.31","5.17"
"6016","康和證","6.20","+ 0.06 ","6.17","6.24","6.14","589,000","3,640,050","195","6.20","6.21","688,336,792","6.82","5.58"
"6020","大展證","12.40","0.00 ","12.45","12.45","12.10","96,000","1,181,000","47","12.25","12.40","252,353,154","13.60","11.20"
"6021","大慶證","9.92","+ 0.27 ","9.65","9.99","9.65","229,000","2,255,490","76","9.85","9.92","306,755,974","10.90","8.93"
"6022","大眾證","9.12","+ 0.22 ","8.92","9.20","8.90","758,000","6,846,970","203","9.11","9.12","377,761,822","10.00","8.21"
"6023","元大期","34.45","+ 0.05 ","34.70","34.70","34.30","75,000","2,584,600","57","34.40","34.45","232,276,288","37.85","31.05"
"6024","群益期","26.00","+ 0.20 ","25.85","26.15","25.70","207,000","5,384,500","109","25.95","26.00","122,397,804","28.60","23.40"
"6101","弘捷","13.00","- 0.45 ","13.45","13.45","13.00","7,000","91,650","7","12.85","13.25","59,091,250","14.30","11.70"
"6103","合邦"," ----","--- ","----","----","----","0","0","0","7.45","7.50","57,084,974","8.19","6.71"
"6104","創惟","36.15","+ 3.25 ","33.60","36.15","33.55","4,336,000","151,702,150","2,112","36.15","0.00","89,669,184","39.75","32.55"
"6105","瑞傳","41.50","+ 0.50 ","41.10","41.50","40.55","509,000","20,950,050","251","41.50","41.60","105,871,676","45.65","37.35"
"6107","華美","72.00","+ 0.80 ","71.10","72.30","70.50","253,000","17,994,000","131","72.00","72.10","73,724,875","79.20","64.80"
"6109","亞元","11.80","+ 0.05 ","11.85","12.10","11.80","65,000","771,200","31","11.75","11.80","72,686,518","12.95","10.65"
"6111","大宇資","75.00","0.00 ","75.00","75.00","75.00","10,000","750,000","6","75.10","75.90","45,577,830","82.50","67.50"
"6113","亞矽","8.98","0.00 ","9.00","9.10","8.86","94,000","840,200","61","8.97","8.98","50,047,100","9.87","8.09"
"6114","翔昇","36.80","- 0.60 ","37.00","37.00","36.55","34,000","1,250,700","22","36.60","36.80","36,160,793","40.45","33.15"
"6118","建達","7.16","+ 0.16 ","7.07","7.16","7.06","71,000","505,280","25","7.12","7.16","90,889,573","7.87","6.45"
"6121","新普","108.50","- 0.50 ","109.50","110.00","108.50","944,000","102,919,500","805","108.50","109.00","308,284,198","119.00","97.70"
"6122","擎邦","6.70","+ 0.26 ","6.50","6.70","6.44","39,000","255,070","18","6.60","6.68","68,729,089","7.37","6.03"
"6123","上奇","23.65","+ 0.05 ","23.60","23.65","23.30","55,000","1,297,550","34","23.60","23.65","55,143,312","26.00","21.30"
"6124","業強","23.90","- 0.05 ","22.60","23.90","22.60","196,000","4,435,700","10","23.90","23.95","182,479,945","26.25","21.55"
"6125","廣運","11.15","+ 0.10 ","11.05","11.20","11.00","431,000","4,797,300","195","11.10","11.15","254,011,150","12.25","10.05"
"6126","信音","7.96","+ 0.01 ","7.86","8.10","7.83","271,000","2,156,040","68","7.95","8.00","113,693,175","8.75","7.17"
"6127","九豪","9.99","+ 0.51 ","9.48","9.99","9.48","148,000","1,452,720","71","9.99","10.00","85,041,546","10.95","9.00"
"6129","普誠","6.52","+ 0.32 ","6.25","6.79","6.14","232,000","1,487,900","105","6.52","6.59","180,943,675","7.17","5.87"
"6130","基因","26.20","- 0.70 ","26.00","26.60","26.00","21,000","549,650","18","26.20","26.50","26,700,000","28.80","23.60"
"6134","萬旭","5.27","+ 0.07 ","5.11","5.34","5.11","84,000","436,150","28","5.20","5.27","89,800,000","5.79","4.75"
"6138","茂達","16.20","+ 0.35 ","15.90","16.35","15.65","414,000","6,619,950","214","16.20","16.25","100,394,572","17.80","14.60"
"6140","訊達","10.35","- 0.15 ","10.40","10.45","10.35","175,000","1,816,100","22","10.40","10.50","38,367,906","11.35","9.32"
"6143","振曜","49.75","+ 0.45 ","49.45","50.40","49.45","588,000","29,270,000","342","49.75","49.90","83,280,897","54.70","44.80"
"6144","得利影"," ----","--- ","----","----","----","0","0","0","9.02","9.88","73,117,806","10.85","8.90"
"6146","耕興","187.00","+ 2.00 ","185.50","189.50","185.00","167,000","31,309,500","162","187.00","187.50","88,556,082","205.50","168.50"
"6147","頎邦","48.05","+ 0.20 ","48.50","48.60","48.05","3,285,000","158,653,950","1,856","48.05","48.10","649,186,998","52.80","43.25"
"6148","驊宏資","6.79","+ 0.04 ","6.87","6.87","6.70","40,000","269,960","23","6.74","6.79","90,002,000","7.46","6.12"
"6150","撼訊","4.82","+ 0.10 ","4.73","4.82","4.70","73,000","345,660","36","4.81","4.82","70,545,582","5.30","4.34"
"6151","晉倫","19.20","+ 0.10 ","19.10","19.25","19.00","119,000","2,275,000","55","19.10","19.20","55,257,300","21.10","17.30"
"6154","順發","18.60","+ 0.25 ","18.50","18.60","18.30","39,000","717,450","26","18.40","18.60","80,080,000","20.45","16.75"
"6156","松上","8.30","+ 0.12 ","8.20","8.30","8.20","32,000","263,850","23","8.30","8.33","100,160,887","9.13","7.47"
"6158","禾昌","9.19","+ 0.01 ","9.18","9.19","8.90","150,000","1,357,740","93","9.10","9.20","113,468,975","10.10","8.28"
"6160","欣技","13.10","+ 0.90 ","12.25","13.40","12.25","143,000","1,879,500","69","13.10","13.30","68,489,120","14.40","11.80"
"6161","捷波","6.39","+ 0.34 ","6.14","6.40","6.12","318,000","1,997,990","88","6.36","6.39","120,833,290","7.02","5.76"
"6163","華電網","11.50","+ 0.05 ","11.60","11.65","11.50","128,000","1,480,350","64","11.45","11.50","103,481,692","12.65","10.35"
"6167","久正","3.41","+ 0.09 ","3.50","3.50","3.36","338,000","1,157,470","125","3.41","3.43","162,173,221","3.75","3.07"
"6169","昱泉","12.50","+ 0.75 ","11.90","12.50","11.90","79,000","966,950","47","12.50","12.55","28,379,000","13.75","11.25"
"6170","統振","7.85","+ 0.35 ","7.50","7.87","7.50","373,000","2,872,580","107","7.75","7.85","93,670,038","8.63","7.07"
"6171","亞銳士","14.30","+ 0.60 ","13.05","14.90","13.05","54,000","768,350","30","14.00","14.30","75,351,921","15.70","12.90"
"6173","信昌電","8.77","+ 0.39 ","8.38","8.80","8.38","474,000","4,090,920","208","8.77","8.78","185,116,308","9.64","7.90"
"6174","安碁","14.00","+ 0.35 ","13.60","14.35","13.50","31,000","427,600","22","13.75","14.05","50,000,000","15.40","12.60"
"6175","立敦","12.85","+ 0.15 ","12.75","13.20","12.75","76,000","986,350","45","12.70","12.85","137,870,516","14.10","11.60"
"6179","亞通","38.90","+ 0.20 ","39.50","39.50","38.50","108,000","4,187,350","76","38.55","38.95","50,156,326","42.75","35.05"
"6180","橘子","36.70","+ 0.10 ","36.90","37.60","36.70","1,186,000","43,996,350","789","36.70","36.80","157,593,615","40.35","33.05"
"6182","合晶","9.54","+ 0.04 ","9.60","9.71","9.44","1,964,000","18,833,290","769","9.54","9.55","383,173,325","10.45","8.59"
"6185","幃翔","20.20","+ 0.30 ","19.90","20.30","19.75","326,000","6,541,900","195","20.20","20.25","114,286,913","22.20","18.20"
"6186","新潤","22.25","- 0.15 ","22.30","22.55","21.40","54,000","1,177,900","32","22.25","22.30","65,179,273","24.45","20.05"
"6187","萬潤","40.20","+ 1.80 ","38.60","40.70","38.50","1,170,000","46,686,250","701","40.10","40.20","86,367,902","44.20","36.20"
"6188","廣明","19.40","+ 0.40 ","19.00","19.50","19.00","323,000","6,260,750","197","19.40","19.45","278,358,910","21.30","17.50"
"6190","萬泰科","5.79","- 0.01 ","5.80","5.92","5.70","92,000","530,130","28","5.75","5.79","123,260,823","6.36","5.22"
"6194","育富","16.30","- 0.10 ","16.40","16.40","16.00","88,000","1,429,700","30","16.20","16.30","100,000,000","17.90","14.70"
"6195","詩肯","49.30","+ 0.30 ","49.00","49.50","48.40","35,000","1,725,800","29","49.20","49.40","43,952,940","54.20","44.40"
"6198","凌泰","15.20","+ 0.50 ","14.90","15.60","14.90","21,000","320,300","17","15.20","15.40","20,135,350","16.70","13.70"
"6199","精威"," ----","--- ","----","----","----","0","0","0","0.00","15.50","56,760,018","17.05","13.95"
"6203","海韻電","28.40","+ 0.50 ","28.00","28.40","27.90","81,000","2,285,450","48","28.40","28.50","79,953,277","31.20","25.60"
"6204","艾華","21.55","+ 0.35 ","20.90","21.70","20.90","62,000","1,315,600","57","21.45","21.55","36,097,000","23.70","19.40"
"6207","雷科","23.50","+ 0.75 ","22.75","23.60","22.75","318,000","7,412,400","174","23.40","23.50","83,954,589","25.85","21.15"
"6208","日揚","10.60","+ 0.35 ","10.45","10.65","10.25","434,000","4,561,000","196","10.55","10.60","115,108,797","11.65","9.54"
"6210","慶生","40.50","+ 0.60 ","39.90","40.55","39.90","182,000","7,327,300","156","40.30","40.50","35,048,000","44.55","36.45"
"6211","福登","20.15","0.00 ","20.05","20.80","20.00","80,000","1,634,400","51","20.10","20.30","41,637,763","22.15","18.15"
"6212","理銘","23.60","+ 0.60 ","23.40","23.60","23.00","7,000","162,400","7","22.90","23.65","102,000,000","25.95","21.25"
"6217","中探針","41.85","除權息 ","41.45","42.20","40.50","1,160,000","47,892,450","742","41.80","42.00","58,751,246","46.00","37.70"
"6218","豪勉","16.00","+ 0.25 ","15.70","16.00","15.70","32,000","506,600","13","15.95","16.00","64,262,000","17.60","14.40"
"6219","富旺","12.35","- 0.05 ","12.35","12.35","12.15","344,000","4,235,600","42","12.15","12.35","175,871,276","13.55","11.15"
"6220","岳豐","14.20","+ 0.50 ","13.95","14.40","13.70","2,032,000","28,733,400","696","14.15","14.20","130,958,643","15.60","12.80"
"6221","晉泰","22.95","- 0.05 ","22.90","23.00","22.50","103,000","2,330,150","51","22.95","23.00","37,279,699","25.20","20.70"
"6222","上揚","7.90","+ 0.40 ","7.45","7.90","7.45","86,000","659,270","31","7.62","7.80","57,545,883","8.69","7.11"
"6223","旺矽","57.00","+ 1.10 ","56.90","57.70","56.30","1,442,000","82,261,800","873","56.90","57.00","79,605,392","62.70","51.30"
"6227","茂綸","12.50","+ 0.30 ","12.30","12.60","12.30","47,000","583,400","31","12.40","12.45","76,111,786","13.75","11.25"
"6228","全譜","10.05","0.00 ","10.25","10.50","10.05","112,000","1,151,900","67","10.05","10.25","41,114,627","11.05","9.05"
"6229","研通","10.90","- 0.05 ","10.85","10.90","10.75","51,000","551,650","20","10.90","10.95","36,087,700","11.95","9.81"
"6231","系微","27.95","+ 0.35 ","27.60","27.95","27.10","82,000","2,264,550","69","27.75","28.00","38,043,488","30.70","25.20"
"6233","旺玖","10.90","+ 0.30 ","10.70","11.10","10.65","269,000","2,916,750","159","10.90","10.95","84,574,896","11.95","9.81"
"6234","高僑","19.50","+ 0.30 ","19.45","19.90","19.25","396,000","7,752,000","210","19.50","19.70","71,434,141","21.45","17.55"
"6236","康呈","30.00","+ 0.40 ","29.90","30.00","29.90","3,000","89,900","2","28.00","29.75","31,654,039","33.00","27.00"
"6237","驊訊","21.30","+ 0.45 ","20.90","21.50","20.90","105,000","2,229,600","45","21.30","21.35","77,650,371","23.40","19.20"
"6238","勝麗","69.10","+ 1.50 ","68.00","72.00","67.10","1,037,000","72,008,300","699","69.10","69.50","41,081,344","76.00","62.20"
"6240","松崗"," ----","--- ","----","----","----","0","0","0","0.00","0.00","23,098,370","35.05","28.75"
"6241","易通展","12.55","+ 0.25 ","12.30","12.70","12.30","21,000","264,350","14","12.50","12.60","23,717,288","13.80","11.30"
"6242","立康"," ----","--- ","----","----","----","0","0","0","0.00","0.00","20,000,000","60.70","49.70"
"6244","茂迪","29.15","+ 0.55 ","29.00","29.90","28.15","9,334,000","272,612,800","3,974","29.15","29.20","486,905,408","32.05","26.25"
"6245","立端","35.60","+ 1.90 ","34.20","35.85","33.50","2,284,000","79,965,100","1,323","35.60","35.65","96,998,566","39.15","32.05"
"6246","臺龍","2.66","- 0.14 ","2.66","2.66","2.66","5,000","13,300","3","2.70","2.98","135,937,563","2.92","2.40"
"6247","淇譽電","12.20","- 0.05 ","12.30","12.30","12.15","117,000","1,426,250","44","12.15","12.25","60,321,000","13.40","11.00"
"6248","沛波","24.80","- 1.35 ","25.00","25.00","23.80","23,000","559,150","21","23.65","24.80","34,157,392","27.25","22.35"
"6250","宇加","19.00","0.00 ","19.00","19.00","19.00","5,000","95,000","4","19.00","19.50","18,249,340","20.90","17.10"
"6259","百徽","7.21","+ 0.65 ","6.58","7.21","6.58","331,000","2,371,910","125","7.21","0.00","72,836,430","7.93","6.49"
"6261","久元","44.10","+ 0.10 ","44.00","44.35","43.60","274,000","12,050,150","205","44.10","44.15","128,497,989","48.50","39.70"
"6263","普萊德","41.60","+ 0.35 ","41.30","42.25","41.30","159,000","6,642,400","127","41.60","41.70","62,500,964","45.75","37.45"
"6264","富裔","5.11","- 0.09 ","5.00","5.66","5.00","16,000","83,150","8","5.11","5.48","137,568,544","5.62","4.60"
"6265","方土昶","6.42","+ 0.19 ","6.32","6.42","6.30","191,000","1,213,630","81","6.32","6.42","118,172,151","7.06","5.78"
"6266","泰詠","14.30","- 0.25 ","14.65","14.75","14.25","1,290,000","18,643,950","413","14.30","14.45","84,772,918","15.70","12.90"
"6270","倍微","10.50","- 0.10 ","10.70","10.75","10.45","92,000","966,950","29","10.50","10.60","73,690,759","11.55","9.45"
"6274","台燿","23.15","+ 0.05 ","23.35","23.45","22.95","2,330,000","53,934,650","1,089","23.15","23.20","241,549,058","25.45","20.85"
"6275","元山","11.60","+ 0.10 ","11.50","11.70","11.45","51,000","589,150","25","11.60","11.65","53,097,131","12.75","10.45"
"6276","安鈦克","7.51","+ 0.02 ","7.49","7.74","7.41","42,000","315,800","27","7.36","7.52","43,789,000","8.26","6.76"
"6279","胡連","111.00","+ 1.00 ","111.50","113.00","110.00","579,000","64,559,500","468","111.00","111.50","97,153,205","122.00","99.90"
"6284","佳邦","22.00","+ 0.80 ","21.40","22.00","21.10","503,000","10,879,800","267","22.00","22.10","102,558,254","24.20","19.80"
"6287","元隆","2.93","- 0.04 ","2.99","2.99","2.76","35,000","98,010","11","2.77","2.93","182,568,845","3.22","2.64"
"6290","良維","20.95","0.00 ","21.00","21.45","20.75","662,000","13,853,900","241","20.95","21.00","134,881,466","23.00","18.90"
"6291","沛亨","3.13","+ 0.28 ","3.13","3.13","3.13","1,000","3,130","1","3.10","3.13","26,111,515","3.44","2.82"
"6292","迅德","26.80","+ 0.20 ","26.60","26.80","26.60","33,000","879,750","18","26.60","26.80","46,900,712","29.45","24.15"
"6294","智基","139.50","+ 12.50 ","129.50","139.50","129.50","585,000","81,093,000","352","139.50","0.00","16,885,000","153.00","126.00"
"6298","崴強","14.65","+ 0.35 ","14.30","14.70","14.30","171,000","2,481,850","99","14.60","14.65","168,951,974","16.10","13.20"
"6404","F-通訊","48.50","+ 1.90 ","46.90","48.50","46.50","224,000","10,653,100","131","48.00","48.50","37,904,000","53.30","43.65"
"6411","晶焱","24.65","+ 1.45 ","23.70","25.50","23.30","1,793,000","44,345,200","871","24.60","24.65","62,900,000","27.10","22.20"
"6419","京晨科","22.60","+ 0.80 ","22.15","23.00","22.00","9,000","202,050","9","22.50","23.00","20,574,120","24.85","20.35"
"6426","統新","31.00","+ 1.00 ","30.25","31.10","30.25","179,000","5,514,950","148","30.95","31.00","32,290,000","32.40","26.55"
"6432","今展科","26.80","+ 0.40 ","25.20","26.90","25.20","46,000","1,185,650","42","25.80","26.80","19,548,440","29.45","24.15"
"6457","紘康","30.85","- 0.45 ","31.30","31.50","30.35","41,000","1,271,950","39","30.85","30.90","27,117,625","33.90","27.80"
"6506","雙邦","19.05","0.00 ","19.20","19.80","18.95","3,318,000","63,915,800","1,681","19.00","19.05","75,349,968","20.95","17.15"
"6508","惠光","27.00","0.00 ","26.50","27.00","26.50","27,000","721,200","19","26.70","27.00","79,305,352","29.70","24.30"
"6509","聚和","16.70","+ 0.20 ","16.70","16.70","16.45","379,000","6,287,650","169","16.55","16.70","167,305,566","18.35","15.05"
"6603","富強鑫","10.80","- 0.15 ","11.05","11.05","10.80","247,000","2,686,850","120","10.80","10.85","117,166,681","11.85","9.72"
"6609","瀧澤科","22.90","+ 0.30 ","22.60","22.90","22.45","292,000","6,621,450","168","22.90","22.95","71,035,535","25.15","20.65"
"6803","崑鼎","159.00","+ 3.00 ","156.50","159.00","155.50","73,000","11,495,500","66","158.00","159.00","65,599,667","174.50","143.50"
"8024","佑華","10.80","- 0.40 ","11.00","11.00","10.70","139,000","1,505,150","53","10.80","10.90","46,392,100","11.85","9.72"
"8027","鈦昇","17.45","+ 0.55 ","17.40","17.50","16.90","331,000","5,652,900","182","17.45","17.50","55,909,037","19.15","15.75"
"8032","光菱","27.75","0.00 ","27.80","27.80","27.25","4,000","110,100","4","27.65","27.80","51,810,300","30.50","25.00"
"8034","榮群","5.90","+ 0.10 ","5.85","6.00","5.85","69,000","409,980","20","5.85","5.90","62,873,725","6.49","5.31"
"8038","長園科","25.40","+ 0.10 ","25.80","25.80","25.00","68,000","1,729,200","51","25.40","25.70","54,709,000","27.90","22.90"
"8040","九暘","7.21","+ 0.02 ","7.46","7.46","7.11","54,000","393,010","34","7.23","7.29","85,125,258","7.93","6.49"
"8042","金山電","35.20","+ 0.10 ","35.30","35.50","35.10","91,000","3,209,700","69","35.20","35.30","105,484,092","38.70","31.70"
"8043","蜜望實","12.40","+ 0.40 ","12.05","12.40","12.05","126,000","1,540,200","34","12.25","12.30","79,907,170","13.60","11.20"
"8044","網家","367.00","+ 12.00 ","357.00","379.00","357.00","1,935,000","717,908,500","1,747","366.50","367.00","99,854,871","403.50","330.50"
"8047","星雲","11.20","+ 0.20 ","11.00","11.20","11.00","17,000","187,700","12","11.20","11.25","41,473,843","12.30","10.10"
"8048","德勝","43.10","+ 0.70 ","44.10","44.20","42.80","2,162,000","94,072,600","1,404","43.10","43.20","52,007,532","47.40","38.80"
"8049","晶采","8.04","+ 0.03 ","8.10","8.10","7.99","586,000","4,702,780","208","8.01","8.04","129,144,308","8.84","7.24"
"8050","廣積","50.00","+ 2.00 ","48.50","50.00","48.30","1,260,000","62,484,950","794","50.00","50.10","108,542,985","52.30","42.85"
"8053","巨擘"," ----","--- ","----","----","----","0","0","0","1.45","1.54","411,817,636","1.69","1.39"
"8054","安國","20.30","+ 0.30 ","20.00","20.80","19.85","180,000","3,629,000","113","20.30","20.40","82,061,828","22.30","18.30"
"8059","凱碩","12.75","+ 0.90 ","12.00","12.80","11.75","992,000","12,183,900","385","12.70","12.75","91,118,000","14.00","11.50"
"8064","東捷","10.30","+ 0.20 ","10.15","10.35","10.10","355,000","3,627,300","161","10.25","10.30","133,447,836","11.30","9.27"
"8066","來思達","82.00","+ 1.50 ","80.00","87.00","79.80","139,000","11,607,100","77","82.00","84.80","25,126,920","90.20","73.80"
"8067","志旭"," ----","--- ","----","----","----","0","0","0","5.33","5.67","44,755,439","6.23","5.11"
"8068","全達","12.90","+ 1.10 ","12.95","12.95","12.90","7,000","90,550","5","12.00","12.90","30,660,000","14.15","11.65"
"8069","元太","12.45","+ 0.75 ","11.80","12.60","11.70","12,428,000","151,303,250","2,501","12.40","12.45","1,140,467,715","13.65","11.25"
"8071","能率豐","14.20","+ 0.70 ","13.50","14.20","13.30","141,000","1,947,200","77","13.60","14.20","52,274,283","15.60","12.80"
"8074","鉅橡","24.00","- 0.35 ","24.50","25.00","23.80","430,000","10,485,200","232","24.00","24.05","65,197,123","26.40","21.60"
"8076","伍豐","83.00","+ 4.60 ","81.00","83.60","79.70","4,812,000","395,543,100","3,221","82.80","83.00","235,665,578","91.30","74.70"
"8077","冠華"," ----","--- ","----","----","----","0","0","0","0.00","54.50","50,294,888","59.40","48.60"
"8079","誠遠","11.90","+ 0.15 ","11.85","11.95","11.80","102,000","1,207,800","51","11.90","11.95","80,200,031","13.05","10.75"
"8080","奧斯特","12.40","+ 0.55 ","12.15","12.80","12.05","876,000","10,863,100","434","12.35","12.40","63,991,604","13.60","11.20"
"8082","漢承泰","1.76","+ 0.11 ","1.78","1.78","1.63","21,000","36,610","3","1.70","0.00","106,608,873","1.93","1.59"
